source,target,distance
LG00723,LG00728,6.000
LG03602,LG03621,9.000
LG00648,LG00690,9.000
LG03206,LG03255,11.000
LG04577,LG04672,8.000
LG04853,LG04888,7.000
LG01471,LG01562,11.000
LG02686,LG02699,12.000
LG00306,LG00374,7.000
LG01924,LG01978,6.000
LG03682,LG03691,11.000
LG00881,LG00908,6.000
LG04101,LG04177,6.000
LG00812,LG00867,11.000
LG00752,LG00792,12.000
LG02939,LG03016,8.000
LG04399,LG04429,10.000
LG04023,LG04115,8.000
LG03896,LG03950,7.000
LG01046,LG01067,11.000
LG03853,LG03888,6.000
LG02216,LG02292,9.000
LG00622,LG00679,6.000
LG03406,LG03444,11.000
LG02252,LG02311,7.000
LG01674,LG01691,11.000
LG03729,LG03740,11.000
LG03384,LG03392,12.000
LG00957,LG00974,7.000
LG04084,LG04098,9.000
LG01938,LG02034,12.000
LG03420,LG03453,11.000
LG00635,LG00699,9.000
LG01356,LG01384,10.000
LG04563,LG04586,12.000
LG04566,LG04581,10.000
LG00356,LG00380,9.000
LG04477,LG04503,8.000
LG03911,LG03942,6.000
LG03771,LG03834,12.000
LG02333,LG02416,12.000
LG01622,LG01710,7.000
LG00313,LG00407,6.000
LG02259,LG02322,11.000
LG02854,LG02860,9.000
LG02020,LG02101,12.000
LG00976,LG01008,9.000
LG04620,LG04676,9.000
LG01221,LG01235,11.000
LG03288,LG03343,12.000
LG00069,LG00147,10.000
LG04458,LG04551,6.000
LG04711,LG04758,8.000
LG01247,LG01298,8.000
LG03714,LG03737,11.000
LG03733,LG03827,12.000
LG03892,LG03915,12.000
LG02427,LG02486,10.000
LG04810,LG04816,12.000
LG04119,LG04191,6.000
LG03808,LG03889,7.000
LG00757,LG00770,10.000
LG03849,LG03912,8.000
LG00027,LG00078,6.000
LG02853,LG02948,8.000
LG01182,LG01204,9.000
LG03170,LG03264,9.000
LG04115,LG04190,7.000
LG02371,LG02465,12.000
LG04175,LG04188,6.000
LG03294,LG03315,7.000
LG02427,LG02504,9.000
LG01277,LG01340,10.000
LG01390,LG01477,11.000
LG01278,LG01298,12.000
LG02496,LG02556,12.000
LG01256,LG01290,12.000
LG03938,LG03985,6.000
LG02269,LG02324,10.000
LG04034,LG04039,9.000
LG04324,LG04364,8.000
LG01015,LG01032,7.000
LG01649,LG01746,8.000
LG03067,LG03085,8.000
LG00804,LG00839,9.000
LG02881,LG02961,7.000
LG01481,LG01495,11.000
LG01612,LG01699,7.000
LG02020,LG02097,10.000
LG03399,LG03458,12.000
LG01145,LG01232,11.000
LG01277,LG01370,11.000
LG03246,LG03293,6.000
LG03647,LG03728,11.000
LG03360,LG03387,7.000
LG00375,LG00452,9.000
LG03706,LG03732,11.000
LG04317,LG04343,10.000
LG02998,LG03088,11.000
LG00419,LG00438,10.000
LG01684,LG01754,11.000
LG00898,LG00906,12.000
LG02367,LG02374,8.000
LG04105,LG04134,9.000
LG04033,LG04113,11.000
LG01859,LG01883,11.000
LG02891,LG02939,11.000
LG03145,LG03223,12.000
LG00624,LG00713,11.000
LG01348,LG01445,9.000
LG04352,LG04422,11.000
LG00561,LG00576,11.000
LG00542,LG00611,8.000
LG04107,LG04179,12.000
LG04109,LG04177,9.000
LG03290,LG03303,6.000
LG03077,LG03103,12.000
LG01606,LG01647,7.000
LG00029,LG04989,8.000
LG02220,LG02241,9.000
LG02788,LG02797,10.000
LG04636,LG04671,11.000
LG01743,LG01778,12.000
LG03013,LG03061,7.000
LG04221,LG04297,9.000
LG03825,LG03838,10.000
LG02262,LG02342,12.000
LG02319,LG02334,6.000
LG03035,LG03123,8.000
LG00828,LG00891,12.000
LG00963,LG01003,11.000
LG00248,LG00305,9.000
LG01626,LG01720,10.000
LG04173,LG04265,10.000
LG03019,LG03032,9.000
LG01208,LG01302,11.000
LG03511,LG03584,10.000
LG04990,LG04998,8.000
LG04355,LG04363,11.000
LG01464,LG01525,8.000
LG02041,LG02078,6.000
LG04113,LG04123,7.000
LG03587,LG03649,8.000
LG03029,LG03069,9.000
LG00228,LG00301,11.000
LG03291,LG03317,9.000
LG03314,LG03358,8.000
LG04748,LG04785,6.000
LG04742,LG04777,6.000
LG04490,LG04562,12.000
LG04449,LG04537,11.000
LG02690,LG02787,7.000
LG03363,LG03418,7.000
LG02513,LG02560,7.000
LG03502,LG03568,9.000
LG03187,LG03279,10.000
LG01448,LG01528,12.000
LG02441,LG02445,12.000
LG03987,LG04039,11.000
LG03163,LG03175,8.000
LG04200,LG04246,6.000
LG04607,LG04662,10.000
LG04376,LG04447,11.000
LG03573,LG03616,8.000
LG02791,LG02800,10.000
LG01108,LG01137,6.000
LG01281,LG01318,9.000
LG03095,LG03164,7.000
LG03635,LG03680,12.000
LG04070,LG04074,12.000
LG02764,LG02835,11.000
LG00415,LG00449,7.000
LG01356,LG01430,9.000
LG02168,LG02232,9.000
LG02976,LG03018,12.000
LG04722,LG04811,6.000
LG02248,LG02288,10.000
LG03126,LG03188,9.000
LG00516,LG00596,8.000
LG00266,LG00346,9.000
LG01279,LG01348,8.000
LG01178,LG01269,6.000
LG04211,LG04236,7.000
LG02103,LG02148,6.000
LG01929,LG01960,7.000
LG04731,LG04738,8.000
LG01213,LG01274,11.000
LG01362,LG01434,11.000
LG04411,LG04417,11.000
LG00722,LG00801,8.000
LG03607,LG03695,8.000
LG04669,LG04753,10.000
LG04076,LG04138,6.000
LG03376,LG03390,6.000
LG00936,LG00958,6.000
LG03571,LG03627,7.000
LG03041,LG03072,12.000
LG01386,LG01419,12.000
LG02322,LG02376,8.000
LG01076,LG01123,12.000
LG04347,LG04406,12.000
LG03715,LG03732,8.000
LG03103,LG03173,10.000
LG03661,LG03667,12.000
LG04184,LG04230,12.000
LG00532,LG00610,11.000
LG02162,LG02209,9.000
LG03375,LG03410,12.000
LG03983,LG04050,9.000
LG01998,LG02068,12.000
LG02362,LG02404,8.000
LG00871,LG00940,9.000
LG00429,LG00454,10.000
LG03893,LG03976,8.000
LG02765,LG02844,10.000
LG01498,LG01579,11.000
LG02683,LG02691,8.000
LG00321,LG00385,11.000
LG02555,LG02604,7.000
LG02802,LG02816,7.000
LG02355,LG02389,6.000
LG00063,LG04973,6.000
LG02837,LG02907,9.000
LG03049,LG03058,7.000
LG03051,LG03073,11.000
LG03685,LG03732,9.000
LG03733,LG03756,7.000
LG01621,LG01635,7.000
LG02501,LG02578,9.000
LG02270,LG02275,10.000
LG00453,LG00473,11.000
LG03414,LG03447,9.000
LG01603,LG01649,6.000
LG04870,LG04967,6.000
LG03247,LG03327,8.000
LG00569,LG00635,10.000
LG00905,LG00936,9.000
LG04299,LG04381,11.000
LG02429,LG02474,9.000
LG01179,LG01274,8.000
LG01332,LG01403,11.000
LG02119,LG02154,8.000
LG00887,LG00969,7.000
LG00792,LG00850,12.000
LG02204,LG02284,7.000
LG02437,LG02441,10.000
LG02743,LG02818,7.000
LG03864,LG03911,6.000
LG00840,LG00860,8.000
LG04640,LG04665,9.000
LG03099,LG03107,8.000
LG03477,LG03497,7.000
LG04295,LG04386,8.000
LG01579,LG01584,7.000
LG00029,LG00125,12.000
LG03968,LG03978,9.000
LG00033,LG00053,9.000
LG00911,LG00971,8.000
LG01249,LG01261,6.000
LG02304,LG02363,6.000
LG03564,LG03618,10.000
LG03601,LG03605,7.000
LG04127,LG04185,9.000
LG00325,LG00364,7.000
LG02375,LG02377,12.000
LG04807,LG04856,9.000
LG03962,LG03997,6.000
LG01210,LG01302,7.000
LG01665,LG01711,6.000
LG03640,LG03667,6.000
LG01701,LG01727,12.000
LG04775,LG04835,10.000
LG03707,LG03787,11.000
LG04533,LG04562,10.000
LG03517,LG03585,12.000
LG02464,LG02501,8.000
LG03876,LG03892,7.000
LG04190,LG04260,6.000
LG00916,LG00919,12.000
LG04145,LG04221,10.000
LG02629,LG02698,10.000
LG04376,LG04405,12.000
LG01305,LG01371,7.000
LG00058,LG00140,7.000
LG04009,LG04055,9.000
LG02001,LG02098,12.000
LG00178,LG00182,8.000
LG02547,LG02619,12.000
LG02441,LG02507,12.000
LG04261,LG04316,7.000
LG02353,LG02379,9.000
LG03406,LG03481,8.000
LG00887,LG00937,11.000
LG02797,LG02864,6.000
LG00934,LG01011,9.000
LG03981,LG04065,12.000
LG04650,LG04729,12.000
LG02126,LG02135,6.000
LG03904,LG03918,10.000
LG01357,LG01400,11.000
LG01375,LG01427,11.000
LG03808,LG03888,9.000
LG04543,LG04551,8.000
LG00259,LG00324,9.000
LG04039,LG04079,10.000
LG04108,LG04134,11.000
LG03068,LG03130,6.000
LG01524,LG01549,8.000
LG00071,LG04987,8.000
LG04110,LG04195,11.000
LG03197,LG03224,11.000
LG04237,LG04263,6.000
LG00297,LG00323,9.000
LG02542,LG02608,11.000
LG03527,LG03540,11.000
LG04921,LG05000,11.000
LG00042,LG00136,9.000
LG02779,LG02866,11.000
LG04919,LG04957,8.000
LG03356,LG03404,12.000
LG01214,LG01303,12.000
LG01768,LG01794,8.000
LG01309,LG01315,11.000
LG00914,LG00990,6.000
LG01393,LG01442,6.000
LG04856,LG04861,12.000
LG02608,LG02667,7.000
LG03503,LG03506,10.000
LG02432,LG02441,8.000
LG01756,LG01818,12.000
LG04622,LG04671,8.000
LG02485,LG02540,9.000
LG04713,LG04759,12.000
LG00132,LG00172,6.000
LG02159,LG02193,9.000
LG03181,LG03196,6.000
LG03772,LG03777,8.000
LG04544,LG04635,11.000
LG02749,LG02779,6.000
LG01810,LG01887,12.000
LG02342,LG02387,9.000
LG04733,LG04749,6.000
LG04640,LG04733,9.000
LG02989,LG03036,8.000
LG02105,LG02118,12.000
LG03482,LG03556,8.000
LG04006,LG04080,8.000
LG01142,LG01208,11.000
LG00702,LG00784,7.000
LG00530,LG00625,7.000
LG02529,LG02617,11.000
LG00421,LG00457,12.000
LG00803,LG00831,8.000
LG00294,LG00353,8.000
LG02770,LG02858,7.000
LG04020,LG04030,10.000
LG04272,LG04293,6.000
LG02352,LG02435,7.000
LG00023,LG00084,8.000
LG04968,LG04991,7.000
LG00741,LG00808,6.000
LG00002,LG04954,6.000
LG00553,LG00582,8.000
LG01776,LG01828,12.000
LG01121,LG01185,12.000
LG03017,LG03031,6.000
LG02397,LG02474,10.000
LG03541,LG03600,6.000
LG02866,LG02909,11.000
LG03365,LG03458,7.000
LG01156,LG01192,11.000
LG00365,LG00447,12.000
LG00014,LG00047,10.000
LG01173,LG01261,10.000
LG04436,LG04465,8.000
LG01205,LG01214,12.000
LG02329,LG02354,12.000
LG02865,LG02900,11.000
LG04877,LG04922,8.000
LG02504,LG02583,9.000
LG04067,LG04156,12.000
LG01952,LG02023,7.000
LG02923,LG02989,11.000
LG02221,LG02316,7.000
LG04177,LG04208,8.000
LG00531,LG00577,7.000
LG01778,LG01804,9.000
LG00118,LG00165,10.000
LG00977,LG01000,8.000
LG00440,LG00499,11.000
LG03192,LG03211,10.000
LG01404,LG01495,10.000
LG00609,LG00623,12.000
LG04304,LG04346,10.000
LG04025,LG04110,8.000
LG02111,LG02152,6.000
LG04808,LG04888,12.000
LG02950,LG02985,9.000
LG04743,LG04781,11.000
LG00795,LG00815,9.000
LG04797,LG04840,8.000
LG01928,LG02015,12.000
LG02279,LG02328,11.000
LG02437,LG02499,8.000
LG04339,LG04415,12.000
LG01122,LG01143,12.000
LG00922,LG00949,11.000
LG01639,LG01716,11.000
LG01261,LG01281,9.000
LG02692,LG02762,10.000
LG01161,LG01217,10.000
LG03490,LG03534,7.000
LG02976,LG03014,10.000
LG03819,LG03898,7.000
LG02659,LG02665,7.000
LG01687,LG01737,9.000
LG02819,LG02886,8.000
LG01996,LG02061,7.000
LG03767,LG03819,8.000
LG04806,LG04815,10.000
LG00229,LG00235,10.000
LG01849,LG01892,10.000
LG01270,LG01311,9.000
LG02795,LG02858,7.000
LG04088,LG04142,9.000
LG03720,LG03785,9.000
LG00257,LG00272,6.000
LG02076,LG02087,10.000
LG04748,LG04762,9.000
LG00494,LG00549,6.000
LG00324,LG00360,12.000
LG03850,LG03912,8.000
LG01556,LG01561,9.000
LG00413,LG00443,8.000
LG00498,LG00540,10.000
LG01473,LG01539,8.000
LG03921,LG04016,8.000
LG04850,LG04930,11.000
LG01572,LG01634,11.000
LG04002,LG04044,10.000
LG00210,LG00230,10.000
LG01289,LG01343,10.000
LG00775,LG00872,12.000
LG04287,LG04349,12.000
LG00037,LG00118,10.000
LG02982,LG02995,9.000
LG04933,LG04999,7.000
LG01204,LG01274,12.000
LG01729,LG01750,8.000
LG03036,LG03127,6.000
LG04563,LG04582,11.000
LG01884,LG01916,12.000
LG03014,LG03020,7.000
LG01890,LG01912,11.000
LG02552,LG02572,10.000
LG01075,LG01168,11.000
LG04244,LG04316,10.000
LG03443,LG03533,8.000
LG02359,LG02408,10.000
LG00960,LG00990,7.000
LG04680,LG04693,6.000
LG01291,LG01342,6.000
LG01908,LG01933,11.000
LG01069,LG01092,10.000
LG03652,LG03689,10.000
LG02832,LG02897,11.000
LG00581,LG00663,9.000
LG04125,LG04207,8.000
LG04627,LG04724,9.000
LG00207,LG00228,6.000
LG03002,LG03089,12.000
LG00037,LG04953,8.000
LG01498,LG01508,8.000
LG03310,LG03315,12.000
LG04523,LG04539,8.000
LG00788,LG00814,8.000
LG02623,LG02648,8.000
LG01373,LG01444,6.000
LG04586,LG04628,9.000
LG02609,LG02701,9.000
LG04422,LG04503,9.000
LG00825,LG00828,6.000
LG00380,LG00448,12.000
LG03357,LG03452,12.000
LG02582,LG02630,8.000
LG03450,LG03502,9.000
LG04474,LG04491,7.000
LG00134,LG00187,9.000
LG00157,LG00170,7.000
LG00041,LG00073,12.000
LG01333,LG01415,6.000
LG03756,LG03810,8.000
LG03109,LG03179,8.000
LG01059,LG01073,9.000
LG03904,LG03982,10.000
LG00265,LG00348,7.000
LG00106,LG00176,12.000
LG02024,LG02065,12.000
LG02689,LG02736,12.000
LG00251,LG00282,6.000
LG04593,LG04671,7.000
LG02618,LG02671,11.000
LG00967,LG00999,6.000
LG03110,LG03118,10.000
LG03467,LG03504,9.000
LG04741,LG04818,8.000
LG01100,LG01192,7.000
LG04584,LG04586,11.000
LG02870,LG02967,12.000
LG00999,LG01089,8.000
LG03094,LG03139,7.000
LG02194,LG02206,7.000
LG02928,LG02992,7.000
LG01367,LG01423,9.000
LG02824,LG02878,8.000
LG04430,LG04447,6.000
LG04452,LG04504,9.000
LG01995,LG02058,7.000
LG03613,LG03685,11.000
LG00812,LG00828,7.000
LG01925,LG01998,11.000
LG01412,LG01458,11.000
LG01067,LG01126,12.000
LG01158,LG01180,6.000
LG03307,LG03330,12.000
LG00597,LG00652,11.000
LG02361,LG02370,12.000
LG03705,LG03799,8.000
LG03457,LG03503,6.000
LG04655,LG04748,10.000
LG02375,LG02384,10.000
LG02907,LG02965,9.000
LG04218,LG04243,8.000
LG00089,LG00158,6.000
LG00365,LG00460,11.000
LG04040,LG04049,8.000
LG00469,LG00488,9.000
LG02891,LG02976,9.000
LG02094,LG02174,12.000
LG02973,LG03016,11.000
LG02684,LG02767,12.000
LG03949,LG03969,9.000
LG03578,LG03599,12.000
LG00702,LG00772,11.000
LG02794,LG02881,9.000
LG04492,LG04515,8.000
LG03892,LG03917,9.000
LG03515,LG03544,8.000
LG01404,LG01426,11.000
LG00569,LG00621,8.000
LG00686,LG00695,11.000
LG00905,LG00966,8.000
LG00661,LG00695,6.000
LG01782,LG01822,7.000
LG03345,LG03416,9.000
LG04565,LG04616,7.000
LG03310,LG03345,10.000
LG00781,LG00795,8.000
LG00006,LG04969,10.000
LG03111,LG03171,11.000
LG04760,LG04780,11.000
LG01221,LG01284,8.000
LG00578,LG00619,11.000
LG03355,LG03407,6.000
LG01167,LG01175,6.000
LG03202,LG03229,9.000
LG00233,LG00298,10.000
LG00264,LG00266,9.000
LG02876,LG02905,11.000
LG01400,LG01480,8.000
LG01980,LG02051,7.000
LG03955,LG04041,6.000
LG03733,LG03825,6.000
LG02386,LG02409,7.000
LG00798,LG00833,9.000
LG03330,LG03411,11.000
LG03082,LG03173,8.000
LG03860,LG03914,6.000
LG00971,LG01003,7.000
LG02225,LG02238,12.000
LG03489,LG03537,7.000
LG04793,LG04877,9.000
LG00550,LG00566,9.000
LG00160,LG00243,11.000
LG03492,LG03516,6.000
LG01705,LG01767,11.000
LG02838,LG02904,6.000
LG01079,LG01124,8.000
LG00920,LG00942,7.000
LG02564,LG02602,12.000
LG01058,LG01085,9.000
LG04657,LG04697,12.000
LG03583,LG03640,12.000
LG01044,LG01120,10.000
LG03633,LG03659,7.000
LG01061,LG01092,6.000
LG00371,LG00459,12.000
LG00118,LG00168,8.000
LG03750,LG03843,7.000
LG01257,LG01264,10.000
LG02074,LG02087,10.000
LG00237,LG00296,6.000
LG03127,LG03140,7.000
LG01232,LG01287,11.000
LG02452,LG02534,11.000
LG03555,LG03645,7.000
LG01155,LG01238,10.000
LG04730,LG04743,11.000
LG01368,LG01396,8.000
LG01957,LG01966,7.000
LG01838,LG01866,10.000
LG00375,LG00447,7.000
LG03019,LG03036,12.000
LG02868,LG02873,9.000
LG02205,LG02270,6.000
LG00279,LG00360,10.000
LG03563,LG03604,6.000
LG03061,LG03074,10.000
LG02110,LG02153,7.000
LG03503,LG03591,7.000
LG03705,LG03733,11.000
LG01979,LG01988,6.000
LG01599,LG01657,8.000
LG03968,LG04019,8.000
LG03013,LG03060,11.000
LG02275,LG02334,11.000
LG03261,LG03300,9.000
LG03691,LG03732,10.000
LG04027,LG04054,10.000
LG01577,LG01619,8.000
LG03233,LG03253,12.000
LG03447,LG03497,12.000
LG00464,LG00535,6.000
LG00697,LG00762,8.000
LG00793,LG00795,10.000
LG04211,LG04258,6.000
LG00042,LG00087,11.000
LG04775,LG04813,7.000
LG02690,LG02780,6.000
LG04003,LG04081,8.000
LG03748,LG03807,8.000
LG00099,LG00128,12.000
LG04662,LG04731,11.000
LG00984,LG01040,11.000
LG04573,LG04669,11.000
LG00571,LG00586,8.000
LG03788,LG03796,11.000
LG04916,LG04976,7.000
LG00033,LG00084,6.000
LG04061,LG04087,11.000
LG01613,LG01661,8.000
LG00345,LG00398,10.000
LG03998,LG04041,6.000
LG00135,LG00151,12.000
LG04204,LG04248,9.000
LG01124,LG01196,10.000
LG04650,LG04731,10.000
LG01895,LG01929,7.000
LG01576,LG01638,7.000
LG02117,LG02183,9.000
LG01598,LG01656,12.000
LG00896,LG00964,6.000
LG00143,LG00192,8.000
LG00214,LG00282,7.000
LG01464,LG01543,11.000
LG00403,LG00489,8.000
LG03126,LG03212,6.000
LG03001,LG03049,9.000
LG02469,LG02483,12.000
LG03446,LG03533,8.000
LG00084,LG00091,7.000
LG04708,LG04775,6.000
LG04828,LG04895,9.000
LG03430,LG03491,9.000
LG03001,LG03015,7.000
LG00277,LG00310,10.000
LG00051,LG04998,8.000
LG01260,LG01353,7.000
LG02581,LG02642,12.000
LG04678,LG04713,9.000
LG03078,LG03157,12.000
LG04242,LG04331,8.000
LG04692,LG04773,10.000
LG00817,LG00901,11.000
LG03898,LG03991,7.000
LG03222,LG03296,8.000
LG03125,LG03145,11.000
LG00660,LG00701,9.000
LG03610,LG03686,8.000
LG00710,LG00725,12.000
LG01083,LG01162,6.000
LG00414,LG00439,6.000
LG04811,LG04828,8.000
LG03970,LG04039,9.000
LG00080,LG00150,11.000
LG01892,LG01900,7.000
LG04508,LG04576,11.000
LG03308,LG03366,9.000
LG01166,LG01239,11.000
LG03414,LG03439,7.000
LG00465,LG00521,6.000
LG02047,LG02141,10.000
LG04662,LG04664,12.000
LG04853,LG04870,8.000
LG02733,LG02779,7.000
LG00920,LG00966,6.000
LG00806,LG00823,9.000
LG02678,LG02690,6.000
LG03404,LG03438,11.000
LG00869,LG00964,12.000
LG00002,LG00035,10.000
LG02125,LG02151,10.000
LG03888,LG03908,6.000
LG04472,LG04512,8.000
LG02582,LG02584,6.000
LG04832,LG04854,7.000
LG00270,LG00319,9.000
LG02506,LG02532,10.000
LG04256,LG04305,11.000
LG01561,LG01607,8.000
LG03527,LG03583,6.000
LG03357,LG03372,7.000
LG04677,LG04751,6.000
LG00857,LG00917,6.000
LG02659,LG02678,7.000
LG04273,LG04328,10.000
LG02783,LG02832,10.000
LG00768,LG00781,6.000
LG00042,LG00079,8.000
LG04691,LG04748,9.000
LG03843,LG03858,11.000
LG01967,LG01995,11.000
LG04527,LG04613,6.000
LG03131,LG03162,7.000
LG04385,LG04461,9.000
LG01901,LG01921,6.000
LG04104,LG04108,7.000
LG00370,LG00386,11.000
LG02417,LG02456,9.000
LG00815,LG00845,9.000
LG01166,LG01241,10.000
LG02909,LG02948,7.000
LG01614,LG01707,11.000
LG01771,LG01833,12.000
LG04669,LG04692,6.000
LG01943,LG01992,7.000
LG04408,LG04413,6.000
LG03008,LG03084,10.000
LG04744,LG04756,7.000
LG04331,LG04352,6.000
LG00130,LG00153,12.000
LG02266,LG02306,6.000
LG01547,LG01606,8.000
LG03299,LG03337,11.000
LG00643,LG00675,8.000
LG03928,LG03985,7.000
LG01403,LG01476,12.000
LG02855,LG02861,10.000
LG02134,LG02160,7.000
LG01082,LG01126,10.000
LG04532,LG04577,7.000
LG01162,LG01173,10.000
LG02978,LG02990,10.000
LG00877,LG00965,6.000
LG04918,LG04973,6.000
LG04333,LG04414,10.000
LG03859,LG03924,10.000
LG02768,LG02802,10.000
LG04096,LG04153,12.000
LG03408,LG03505,7.000
LG02563,LG02605,6.000
LG00522,LG00583,10.000
LG01928,LG01940,7.000
LG03473,LG03485,8.000
LG02117,LG02122,10.000
LG00083,LG00166,10.000
LG03645,LG03655,7.000
LG00179,LG00219,12.000
LG02185,LG02234,6.000
LG01664,LG01717,6.000
LG03716,LG03741,8.000
LG00120,LG00156,7.000
LG04920,LG04975,10.000
LG00669,LG00700,12.000
LG03335,LG03376,11.000
LG02827,LG02915,11.000
LG02657,LG02695,7.000
LG03310,LG03340,11.000
LG04566,LG04646,12.000
LG03348,LG03413,12.000
LG01155,LG01170,11.000
LG04028,LG04097,11.000
LG00458,LG00480,7.000
LG00657,LG00740,11.000
LG03281,LG03303,12.000
LG03066,LG03094,9.000
LG01668,LG01717,6.000
LG03365,LG03428,8.000
LG04326,LG04347,9.000
LG03823,LG03892,12.000
LG01381,LG01428,9.000
LG00488,LG00511,8.000
LG01368,LG01455,11.000
LG00832,LG00847,9.000
LG01596,LG01649,6.000
LG01229,LG01300,6.000
LG00353,LG00438,12.000
LG00480,LG00517,11.000
LG00051,LG00112,10.000
LG04030,LG04109,12.000
LG00822,LG00865,11.000
LG02823,LG02855,10.000
LG03348,LG03418,9.000
LG01374,LG01442,8.000
LG04442,LG04532,9.000
LG04113,LG04195,12.000
LG03069,LG03136,11.000
LG03062,LG03128,9.000
LG04787,LG04868,9.000
LG00890,LG00914,12.000
LG02939,LG02967,12.000
LG01959,LG02021,12.000
LG02009,LG02021,10.000
LG02752,LG02816,10.000
LG01315,LG01368,9.000
LG02439,LG02534,9.000
LG02356,LG02409,9.000
LG02159,LG02198,12.000
LG04569,LG04664,8.000
LG03017,LG03025,7.000
LG03673,LG03695,12.000
LG00888,LG00984,9.000
LG03144,LG03167,12.000
LG00896,LG00902,12.000
LG04342,LG04386,11.000
LG03985,LG04008,9.000
LG03344,LG03357,12.000
LG02423,LG02476,6.000
LG04306,LG04359,12.000
LG03336,LG03407,11.000
LG04143,LG04172,6.000
LG04674,LG04756,11.000
LG03114,LG03157,6.000
LG04213,LG04287,7.000
LG04566,LG04641,6.000
LG04672,LG04709,10.000
LG01152,LG01155,10.000
LG04399,LG04424,9.000
LG03445,LG03468,9.000
LG03952,LG04013,6.000
LG01488,LG01543,10.000
LG01757,LG01776,10.000
LG04578,LG04664,9.000
LG02474,LG02556,7.000
LG00999,LG01082,10.000
LG02352,LG02363,6.000
LG01614,LG01709,12.000
LG02103,LG02112,10.000
LG00694,LG00759,6.000
LG02484,LG02492,9.000
LG03183,LG03247,12.000
LG01157,LG01218,11.000
LG01425,LG01502,11.000
LG04239,LG04287,6.000
LG00090,LG00136,7.000
LG02744,LG02805,8.000
LG02390,LG02462,11.000
LG00421,LG00479,12.000
LG02611,LG02689,9.000
LG00881,LG00937,8.000
LG01099,LG01184,8.000
LG00977,LG01028,10.000
LG02188,LG02209,9.000
LG04618,LG04625,11.000
LG04750,LG04811,8.000
LG04263,LG04299,6.000
LG03063,LG03159,10.000
LG01671,LG01745,10.000
LG04144,LG04222,10.000
LG02778,LG02810,10.000
LG00671,LG00673,12.000
LG04274,LG04336,9.000
LG02610,LG02658,12.000
LG04204,LG04230,9.000
LG04805,LG04832,9.000
LG01257,LG01344,8.000
LG03568,LG03649,8.000
LG04883,LG04975,7.000
LG01882,LG01952,7.000
LG01568,LG01591,10.000
LG01678,LG01748,9.000
LG04073,LG04165,11.000
LG01835,LG01893,8.000
LG00730,LG00734,7.000
LG03749,LG03775,10.000
LG03604,LG03609,6.000
LG01435,LG01529,12.000
LG02972,LG02978,6.000
LG01803,LG01846,10.000
LG03785,LG03812,11.000
LG02101,LG02144,8.000
LG03005,LG03056,11.000
LG01996,LG02042,12.000
LG02681,LG02725,11.000
LG01471,LG01483,9.000
LG02697,LG02749,6.000
LG04308,LG04366,9.000
LG02106,LG02147,11.000
LG04298,LG04338,11.000
LG04106,LG04149,10.000
LG04157,LG04207,9.000
LG00003,LG04955,10.000
LG04475,LG04488,6.000
LG01631,LG01683,10.000
LG03392,LG03445,9.000
LG04728,LG04818,6.000
LG01207,LG01302,9.000
LG02250,LG02263,9.000
LG04300,LG04327,9.000
LG04350,LG04367,12.000
LG03662,LG03717,10.000
LG04083,LG04172,12.000
LG01584,LG01614,9.000
LG02659,LG02708,7.000
LG04615,LG04639,6.000
LG04761,LG04782,8.000
LG03452,LG03475,10.000
LG03164,LG03173,10.000
LG04914,LG04978,11.000
LG02347,LG02386,11.000
LG04266,LG04291,8.000
LG00924,LG00987,6.000
LG01785,LG01858,10.000
LG02778,LG02857,12.000
LG02402,LG02468,10.000
LG04681,LG04707,10.000
LG00292,LG00334,9.000
LG04074,LG04143,12.000
LG03257,LG03304,9.000
LG02576,LG02583,8.000
LG03495,LG03535,8.000
LG03790,LG03808,9.000
LG03567,LG03628,11.000
LG01088,LG01157,9.000
LG03098,LG03177,10.000
LG02456,LG02467,8.000
LG04461,LG04528,10.000
LG03027,LG03119,8.000
LG03637,LG03682,12.000
LG01974,LG02026,8.000
LG01921,LG01940,7.000
LG01711,LG01791,8.000
LG04510,LG04606,12.000
LG04226,LG04237,6.000
LG04573,LG04628,7.000
LG04680,LG04683,7.000
LG00382,LG00426,8.000
LG01353,LG01382,11.000
LG00038,LG04980,6.000
LG01554,LG01616,7.000
LG01776,LG01835,12.000
LG00468,LG00533,7.000
LG01853,LG01937,7.000
LG01889,LG01927,6.000
LG03897,LG03933,6.000
LG01759,LG01813,10.000
LG01861,LG01924,8.000
LG00162,LG00242,7.000
LG02967,LG02983,9.000
LG00240,LG00294,8.000
LG00958,LG01049,11.000
LG01214,LG01241,9.000
LG00643,LG00719,12.000
LG02616,LG02710,12.000
LG01393,LG01482,7.000
LG00789,LG00840,11.000
LG03296,LG03342,12.000
LG02010,LG02020,7.000
LG01839,LG01923,12.000
LG02003,LG02047,9.000
LG04214,LG04311,6.000
LG04528,LG04610,8.000
LG04296,LG04330,10.000
LG04878,LG04883,10.000
LG03002,LG03013,12.000
LG02901,LG02924,12.000
LG02703,LG02720,8.000
LG02277,LG02339,9.000
LG02756,LG02798,12.000
LG03686,LG03746,9.000
LG04423,LG04469,6.000
LG01862,LG01891,10.000
LG01786,LG01882,9.000
LG00758,LG00839,12.000
LG02030,LG02033,11.000
LG04934,LG04986,10.000
LG02940,LG03019,6.000
LG04085,LG04141,11.000
LG04060,LG04086,9.000
