source,target,distance
SG08760,SG08800,11.000
SG06865,SG06959,10.000
SG05866,SG05940,12.000
SG03797,SG03809,10.000
SG01815,SG01904,7.000
SG04548,SG04627,8.000
SG03432,SG03448,11.000
SG08914,SG08973,6.000
SG04735,SG04754,8.000
SG08526,SG08546,8.000
SG09394,SG09423,6.000
SG09836,SG09911,7.000
SG09714,SG09785,7.000
SG09413,SG09459,11.000
SG07296,SG07325,7.000
SG06553,SG06620,11.000
SG00950,SG00974,6.000
SG02812,SG02823,9.000
SG06454,SG06513,10.000
SG04879,SG04972,6.000
SG06193,SG06241,7.000
SG04179,SG04225,10.000
SG04935,SG04976,9.000
SG06980,SG07029,8.000
SG06891,SG06958,8.000
SG00604,SG00610,12.000
SG09182,SG09198,6.000
SG03660,SG03702,11.000
SG00621,SG00677,8.000
SG03257,SG03267,7.000
SG09826,SG09860,11.000
SG06297,SG06394,9.000
SG05620,SG05697,9.000
SG03179,SG03273,7.000
SG00732,SG00825,7.000
SG00052,SG00081,11.000
SG08969,SG09041,8.000
SG04308,SG04324,11.000
SG01749,SG01762,9.000
SG02377,SG02460,9.000
SG01433,SG01496,6.000
SG02262,SG02345,6.000
SG06101,SG06146,10.000
SG06870,SG06949,6.000
SG03983,SG03989,12.000
SG00329,SG00357,9.000
SG00161,SG00182,8.000
SG03645,SG03706,6.000
SG01601,SG01660,11.000
SG08834,SG08918,11.000
SG02055,SG02062,7.000
SG07824,SG07913,6.000
SG04151,SG04213,10.000
SG04443,SG04529,6.000
SG05086,SG05165,6.000
SG00391,SG00475,6.000
SG02936,SG02995,10.000
SG09874,SG09886,6.000
SG05813,SG05858,9.000
SG08116,SG08198,6.000
SG04014,SG04086,7.000
SG06960,SG06993,6.000
SG09136,SG09233,8.000
SG01768,SG01813,11.000
SG01884,SG01965,8.000
SG08567,SG08651,8.000
SG05221,SG05232,9.000
SG04340,SG04434,6.000
SG09615,SG09688,9.000
SG07310,SG07353,8.000
SG05621,SG05641,8.000
SG03504,SG03576,10.000
SG04039,SG04051,9.000
SG01544,SG01638,12.000
SG08424,SG08505,11.000
SG05009,SG05058,7.000
SG07073,SG07112,7.000
SG01605,SG01631,11.000
SG04780,SG04812,12.000
SG06248,SG06270,8.000
SG06784,SG06810,11.000
SG01756,SG01810,8.000
SG01653,SG01747,8.000
SG01708,SG01804,11.000
SG04284,SG04372,11.000
SG05821,SG05854,10.000
SG08130,SG08171,6.000
SG04528,SG04561,12.000
SG05046,SG05112,6.000
SG06967,SG06981,11.000
SG05147,SG05241,8.000
SG00872,SG00936,9.000
SG05741,SG05775,12.000
SG04606,SG04608,11.000
SG00955,SG01039,8.000
SG06348,SG06433,6.000
SG00185,SG00262,10.000
SG03880,SG03970,7.000
SG07195,SG07271,8.000
SG06186,SG06231,6.000
SG00489,SG00573,11.000
SG05714,SG05745,9.000
SG02903,SG02927,10.000
SG03395,SG03421,11.000
SG02010,SG02084,8.000
SG07879,SG07930,8.000
SG06304,SG06360,9.000
SG01616,SG01624,10.000
SG03194,SG03213,8.000
SG00063,SG00153,9.000
SG06726,SG06782,7.000
SG01887,SG01950,8.000
SG03908,SG03921,7.000
SG08399,SG08483,8.000
SG01492,SG01506,10.000
SG05057,SG05120,10.000
SG08345,SG08442,7.000
SG07421,SG07487,6.000
SG05125,SG05158,11.000
SG04032,SG04112,10.000
SG01112,SG01162,10.000
SG09929,SG09986,10.000
SG00706,SG00790,7.000
SG02614,SG02645,8.000
SG07578,SG07627,9.000
SG07712,SG07729,10.000
SG05740,SG05823,9.000
SG00118,SG00206,9.000
SG02087,SG02136,6.000
SG08624,SG08679,11.000
SG07364,SG07387,12.000
SG03504,SG03564,8.000
SG07950,SG08028,7.000
SG04247,SG04286,11.000
SG01233,SG01324,9.000
SG03037,SG03078,6.000
SG04560,SG04643,10.000
SG05024,SG05105,6.000
SG05579,SG05643,8.000
SG06386,SG06435,9.000
SG04799,SG04815,6.000
SG05597,SG05670,11.000
SG02599,SG02612,7.000
SG05548,SG05581,11.000
SG09597,SG09689,10.000
SG00176,SG00184,11.000
SG01486,SG01500,11.000
SG04634,SG04684,6.000
SG02754,SG02807,6.000
SG03365,SG03401,10.000
SG07539,SG07550,10.000
SG07344,SG07346,11.000
SG00880,SG00909,8.000
SG03164,SG03197,8.000
SG05436,SG05446,10.000
SG00832,SG00903,6.000
SG07953,SG07956,11.000
SG07230,SG07244,6.000
SG02068,SG02147,9.000
SG06180,SG06272,6.000
SG09961,SG09976,12.000
SG07222,SG07290,9.000
SG00613,SG00674,9.000
SG01587,SG01676,7.000
SG07608,SG07671,12.000
SG08588,SG08647,10.000
SG00107,SG00139,12.000
SG06847,SG06900,12.000
SG07539,SG07614,11.000
SG05646,SG05678,10.000
SG07197,SG07218,12.000
SG00224,SG00299,7.000
SG05064,SG05068,8.000
SG04275,SG04362,7.000
SG09322,SG09365,8.000
SG01313,SG01334,6.000
SG03839,SG03926,8.000
SG07089,SG07118,7.000
SG01020,SG01027,12.000
SG05982,SG06072,8.000
SG00485,SG00510,6.000
SG08423,SG08431,7.000
SG07591,SG07597,10.000
SG01984,SG02051,10.000
SG04602,SG04653,7.000
SG08974,SG08981,6.000
SG02838,SG02852,7.000
SG06342,SG06432,6.000
SG07157,SG07161,9.000
SG02447,SG02461,12.000
SG00090,SG00130,6.000
SG08090,SG08116,9.000
SG02708,SG02710,11.000
SG09042,SG09086,10.000
SG08241,SG08336,7.000
SG02473,SG02506,12.000
SG03430,SG03457,11.000
SG03141,SG03195,9.000
SG07013,SG07024,10.000
SG05196,SG05218,12.000
SG05424,SG05475,6.000
SG05016,SG05041,12.000
SG08172,SG08220,10.000
SG07811,SG07896,6.000
SG00267,SG00351,7.000
SG08918,SG08952,12.000
SG01906,SG01998,11.000
SG07843,SG07862,8.000
SG07272,SG07347,6.000
SG02394,SG02425,6.000
SG00087,SG00122,9.000
SG09750,SG09813,10.000
SG04435,SG04517,12.000
SG04157,SG04233,8.000
SG00639,SG00699,7.000
SG05303,SG05371,7.000
SG08528,SG08625,9.000
SG00372,SG00399,7.000
SG09726,SG09761,8.000
SG04477,SG04515,11.000
SG07312,SG07393,6.000
SG01690,SG01747,8.000
SG00987,SG00997,12.000
SG00470,SG00539,10.000
SG09340,SG09382,10.000
SG05881,SG05957,6.000
SG03519,SG03571,12.000
SG04910,SG04989,8.000
SG09316,SG09394,9.000
SG03403,SG03471,7.000
SG02853,SG02949,10.000
SG01873,SG01892,12.000
SG09477,SG09557,8.000
SG05758,SG05792,10.000
SG01614,SG01626,11.000
SG01782,SG01785,11.000
SG09971,SG09985,11.000
SG08970,SG09036,8.000
SG09104,SG09163,7.000
SG08808,SG08891,11.000
SG03698,SG03754,9.000
SG07038,SG07105,8.000
SG01524,SG01548,6.000
SG07833,SG07923,6.000
SG03584,SG03590,7.000
SG02704,SG02760,10.000
SG07036,SG07116,6.000
SG09604,SG09689,7.000
SG02750,SG02840,9.000
SG05374,SG05443,9.000
SG02412,SG02463,10.000
SG05139,SG05216,11.000
SG00558,SG00586,9.000
SG08544,SG08586,11.000
SG00464,SG00548,6.000
SG03008,SG03074,7.000
SG00048,SG09987,8.000
SG01575,SG01671,12.000
SG00030,SG09987,12.000
SG05558,SG05640,9.000
SG04323,SG04332,10.000
SG03153,SG03179,12.000
SG02436,SG02515,12.000
SG02695,SG02775,10.000
SG03618,SG03697,9.000
SG06281,SG06363,11.000
SG02036,SG02086,8.000
SG04305,SG04389,6.000
SG03897,SG03951,12.000
SG07154,SG07227,12.000
SG08576,SG08664,10.000
SG04910,SG05000,8.000
SG04576,SG04602,12.000
SG02749,SG02842,8.000
SG04572,SG04603,8.000
SG06655,SG06747,8.000
SG02066,SG02097,8.000
SG04483,SG04515,7.000
SG01045,SG01119,11.000
SG09223,SG09286,7.000
SG00017,SG00107,6.000
SG07777,SG07837,6.000
SG08614,SG08638,6.000
SG07760,SG07783,9.000
SG09196,SG09238,12.000
SG09871,SG09959,10.000
SG03134,SG03161,6.000
SG02420,SG02491,11.000
SG02438,SG02516,7.000
SG00742,SG00780,8.000
SG07590,SG07609,12.000
SG05605,SG05680,8.000
SG02665,SG02727,6.000
SG04448,SG04472,8.000
SG04476,SG04521,6.000
SG05514,SG05530,10.000
SG04424,SG04436,9.000
SG00771,SG00820,8.000
SG05362,SG05454,12.000
SG07078,SG07119,11.000
SG01922,SG01924,7.000
SG09474,SG09540,6.000
SG06887,SG06982,9.000
SG03882,SG03910,11.000
SG09022,SG09094,7.000
SG02034,SG02104,10.000
SG04880,SG04926,9.000
SG07171,SG07244,10.000
SG09171,SG09246,6.000
SG08193,SG08255,7.000
SG00833,SG00894,12.000
SG00525,SG00535,12.000
SG05732,SG05741,8.000
SG07160,SG07233,6.000
SG07458,SG07549,8.000
SG01304,SG01320,9.000
SG05679,SG05729,10.000
SG05818,SG05870,7.000
SG02517,SG02562,12.000
SG02456,SG02509,12.000
SG02133,SG02143,11.000
SG08781,SG08811,10.000
SG02679,SG02737,12.000
SG00774,SG00857,10.000
SG03708,SG03779,12.000
SG07631,SG07669,10.000
SG01594,SG01680,8.000
SG00211,SG00291,8.000
SG01126,SG01203,10.000
SG09200,SG09258,12.000
SG08919,SG08968,6.000
SG01329,SG01338,12.000
SG04079,SG04140,11.000
SG05216,SG05298,6.000
SG09511,SG09559,7.000
SG00489,SG00578,12.000
SG08184,SG08237,12.000
SG04501,SG04593,11.000
SG04869,SG04898,6.000
SG09347,SG09373,6.000
SG00816,SG00903,10.000
SG08475,SG08540,8.000
SG01908,SG02002,8.000
SG07956,SG08047,6.000
SG08883,SG08923,6.000
SG09474,SG09557,7.000
SG04266,SG04307,9.000
SG02619,SG02716,9.000
SG09811,SG09819,11.000
SG01039,SG01053,9.000
SG03895,SG03987,12.000
SG02174,SG02232,6.000
SG01872,SG01881,7.000
SG08011,SG08091,6.000
SG01317,SG01339,6.000
SG01980,SG02009,6.000
SG01322,SG01344,8.000
SG00316,SG00332,9.000
SG08699,SG08714,12.000
SG05613,SG05648,11.000
SG07316,SG07404,11.000
SG01441,SG01451,12.000
SG07820,SG07885,7.000
SG00556,SG00623,9.000
SG06948,SG07036,6.000
SG00826,SG00892,7.000
SG06526,SG06621,7.000
SG03354,SG03405,9.000
SG05270,SG05274,7.000
SG01898,SG01929,11.000
SG09766,SG09805,11.000
SG02197,SG02230,8.000
SG07615,SG07643,10.000
SG09950,SG09973,10.000
SG03799,SG03861,12.000
SG07404,SG07452,12.000
SG04089,SG04125,10.000
SG06600,SG06609,12.000
SG04671,SG04698,8.000
SG02783,SG02838,10.000
SG08557,SG08610,10.000
SG00030,SG00087,10.000
SG04549,SG04637,6.000
SG03315,SG03348,8.000
SG06977,SG06987,6.000
SG02751,SG02783,12.000
SG02019,SG02107,9.000
SG07160,SG07254,11.000
SG02426,SG02430,9.000
SG01078,SG01116,9.000
SG04923,SG04930,8.000
SG02429,SG02506,6.000
SG06653,SG06726,12.000
SG03068,SG03114,9.000
SG06842,SG06877,11.000
SG01700,SG01771,11.000
SG00518,SG00594,8.000
SG04116,SG04155,10.000
SG00821,SG00896,11.000
SG09753,SG09793,11.000
SG08143,SG08223,9.000
SG01935,SG01979,10.000
SG06413,SG06491,12.000
SG02480,SG02504,11.000
SG02132,SG02199,7.000
SG05145,SG05215,9.000
SG08660,SG08670,7.000
SG07451,SG07469,11.000
SG09698,SG09790,11.000
SG02178,SG02230,11.000
SG00077,SG00112,12.000
SG09094,SG09099,8.000
SG02045,SG02071,12.000
SG09730,SG09798,7.000
SG09261,SG09313,6.000
SG03968,SG04000,10.000
SG01840,SG01911,7.000
SG02468,SG02557,7.000
SG02194,SG02276,8.000
SG04088,SG04100,9.000
SG06126,SG06211,10.000
SG08217,SG08294,8.000
SG04856,SG04870,9.000
SG08776,SG08825,6.000
SG04524,SG04616,7.000
SG05348,SG05368,10.000
SG08218,SG08290,12.000
SG08012,SG08057,12.000
SG05056,SG05118,7.000
SG01574,SG01580,7.000
SG09230,SG09298,12.000
SG02741,SG02768,9.000
SG02438,SG02490,7.000
SG05888,SG05944,7.000
SG03891,SG03904,6.000
SG00112,SG00202,11.000
SG06193,SG06272,9.000
SG07853,SG07914,11.000
SG00981,SG01078,8.000
SG04125,SG04214,12.000
SG08416,SG08512,8.000
SG00960,SG01050,9.000
SG07573,SG07641,6.000
SG04634,SG04685,6.000
SG03547,SG03623,12.000
SG09282,SG09372,7.000
SG09903,SG09910,11.000
SG00202,SG00252,6.000
SG04983,SG05018,10.000
SG09138,SG09210,6.000
SG05689,SG05770,12.000
SG02756,SG02833,10.000
SG05887,SG05941,9.000
SG00042,SG09980,6.000
SG06506,SG06564,7.000
SG04510,SG04547,11.000
SG04023,SG04102,6.000
SG01233,SG01300,11.000
SG01302,SG01379,11.000
SG00150,SG00226,8.000
SG02972,SG03062,9.000
SG04296,SG04357,6.000
SG04645,SG04679,9.000
SG09714,SG09791,6.000
SG04569,SG04650,11.000
SG01435,SG01458,12.000
SG05810,SG05895,9.000
SG00166,SG00173,9.000
SG09904,SG09915,6.000
SG05772,SG05825,6.000
SG07283,SG07345,10.000
SG06111,SG06117,11.000
SG08727,SG08807,11.000
SG09100,SG09183,11.000
SG03779,SG03848,10.000
SG02637,SG02662,8.000
SG09613,SG09703,8.000
SG06737,SG06765,9.000
SG05382,SG05470,12.000
SG05741,SG05819,6.000
SG05714,SG05753,12.000
SG01145,SG01169,10.000
SG00882,SG00939,11.000
SG08314,SG08387,6.000
SG03457,SG03522,12.000
SG08520,SG08550,9.000
SG09912,SG09943,11.000
SG02145,SG02218,9.000
SG04025,SG04048,8.000
SG05082,SG05099,7.000
SG04979,SG05064,10.000
SG08928,SG09009,11.000
SG09958,SG09994,9.000
SG02286,SG02354,12.000
SG06985,SG07026,8.000
SG01733,SG01771,6.000
SG02662,SG02691,10.000
SG00316,SG00359,10.000
SG02869,SG02966,10.000
SG01653,SG01729,6.000
SG00508,SG00518,6.000
SG06121,SG06214,10.000
SG04750,SG04788,11.000
SG04898,SG04928,9.000
SG04161,SG04228,7.000
SG04846,SG04866,12.000
SG06495,SG06566,6.000
SG00076,SG00154,10.000
SG09052,SG09089,7.000
SG01634,SG01690,11.000
SG01966,SG01972,10.000
SG04117,SG04144,10.000
SG03278,SG03298,9.000
SG00681,SG00749,7.000
SG01070,SG01115,9.000
SG08864,SG08918,7.000
SG09893,SG09914,11.000
SG07141,SG07216,10.000
SG06851,SG06890,7.000
SG09189,SG09241,7.000
SG02660,SG02727,7.000
SG07668,SG07740,11.000
SG05317,SG05407,6.000
SG04989,SG05079,6.000
SG04454,SG04493,12.000
SG03202,SG03276,12.000
SG03485,SG03512,9.000
SG01906,SG01990,6.000
SG00061,SG00155,6.000
SG00081,SG00093,7.000
SG03606,SG03683,10.000
SG08108,SG08187,7.000
SG07573,SG07576,11.000
SG08079,SG08129,10.000
SG04042,SG04060,12.000
SG06976,SG07055,8.000
SG05112,SG05176,11.000
SG06455,SG06492,6.000
SG09759,SG09819,10.000
SG08050,SG08125,10.000
SG02090,SG02129,12.000
SG01625,SG01698,12.000
SG07913,SG07921,7.000
SG01062,SG01105,8.000
SG06730,SG06803,9.000
SG02527,SG02590,7.000
SG06486,SG06494,11.000
SG00417,SG00450,7.000
SG04066,SG04152,11.000
SG02294,SG02308,6.000
SG06454,SG06508,10.000
SG00012,SG09951,12.000
SG01140,SG01155,7.000
SG07314,SG07366,10.000
SG00444,SG00503,11.000
SG00318,SG00402,9.000
SG08617,SG08662,12.000
SG07279,SG07316,12.000
SG03356,SG03391,9.000
SG03847,SG03941,10.000
SG00530,SG00607,10.000
SG02313,SG02322,11.000
SG02918,SG02940,9.000
SG04219,SG04312,8.000
SG06384,SG06397,10.000
SG05773,SG05824,11.000
SG00639,SG00654,8.000
SG00790,SG00813,11.000
SG02328,SG02406,9.000
SG03822,SG03902,7.000
SG06132,SG06208,9.000
SG09930,SG09974,8.000
SG00620,SG00631,12.000
SG05355,SG05379,6.000
SG00275,SG00335,8.000
SG08197,SG08229,7.000
SG09104,SG09137,11.000
SG08391,SG08470,7.000
SG05181,SG05226,6.000
SG04707,SG04792,7.000
SG04908,SG04997,11.000
SG01503,SG01520,11.000
SG01436,SG01524,10.000
SG02532,SG02618,12.000
SG09099,SG09124,7.000
SG01399,SG01476,12.000
SG05591,SG05647,8.000
SG01481,SG01546,8.000
SG01495,SG01514,12.000
SG00232,SG00270,9.000
SG03360,SG03393,12.000
SG07097,SG07139,9.000
SG07373,SG07432,10.000
SG08748,SG08789,6.000
SG06501,SG06574,11.000
SG03217,SG03288,6.000
SG00264,SG00293,12.000
SG03851,SG03933,11.000
SG03852,SG03897,7.000
SG07951,SG08046,9.000
SG07588,SG07591,6.000
SG01689,SG01741,11.000
SG09475,SG09508,9.000
SG05393,SG05465,10.000
SG08318,SG08400,6.000
SG09854,SG09950,9.000
SG03402,SG03443,8.000
SG07953,SG07995,9.000
SG04407,SG04477,10.000
SG04776,SG04821,6.000
SG02929,SG02949,9.000
SG06605,SG06687,10.000
SG00197,SG00293,11.000
SG02931,SG02962,6.000
SG04934,SG04993,11.000
SG08932,SG08957,12.000
SG06520,SG06572,8.000
SG06932,SG06975,6.000
SG02197,SG02274,11.000
SG07296,SG07309,11.000
SG08720,SG08764,12.000
SG00105,SG00112,10.000
SG09174,SG09238,7.000
SG01975,SG02067,12.000
SG00302,SG00362,11.000
SG05654,SG05662,6.000
SG05210,SG05263,11.000
SG06616,SG06656,7.000
SG06445,SG06492,12.000
SG08990,SG09085,9.000
SG05647,SG05718,7.000
SG05848,SG05942,7.000
SG04082,SG04179,6.000
SG04335,SG04418,6.000
SG03806,SG03858,7.000
SG07397,SG07473,8.000
SG07765,SG07817,9.000
SG09183,SG09193,11.000
SG09300,SG09314,11.000
SG03542,SG03564,9.000
SG03053,SG03150,10.000
SG02716,SG02788,9.000
SG00663,SG00717,10.000
SG09264,SG09327,7.000
SG01616,SG01697,10.000
SG06772,SG06832,6.000
SG02745,SG02770,12.000
SG06933,SG06947,11.000
SG04796,SG04833,10.000
SG00455,SG00532,11.000
SG01859,SG01897,10.000
SG09861,SG09889,8.000
SG04824,SG04894,12.000
SG01975,SG02054,9.000
SG04133,SG04202,8.000
SG09584,SG09614,10.000
SG05432,SG05463,8.000
SG03831,SG03919,8.000
SG05053,SG05100,9.000
SG04208,SG04212,8.000
SG06063,SG06134,12.000
SG09901,SG09906,9.000
SG00648,SG00652,6.000
SG07657,SG07720,11.000
SG06401,SG06429,11.000
SG05566,SG05622,9.000
SG03298,SG03384,10.000
SG02181,SG02184,8.000
SG00449,SG00514,6.000
SG04434,SG04511,9.000
SG07630,SG07670,9.000
SG08956,SG08978,12.000
SG01862,SG01922,11.000
SG07775,SG07844,11.000
SG04469,SG04518,12.000
SG04120,SG04164,12.000
SG04756,SG04786,11.000
SG05251,SG05329,10.000
SG03319,SG03404,6.000
SG00099,SG00147,11.000
SG06722,SG06816,7.000
SG08040,SG08094,12.000
SG06327,SG06395,12.000
SG04556,SG04598,6.000
SG03250,SG03252,12.000
SG07951,SG07972,10.000
SG09226,SG09309,10.000
SG01809,SG01832,12.000
SG05288,SG05343,8.000
SG08609,SG08672,7.000
SG07197,SG07212,9.000
SG04068,SG04108,7.000
SG04160,SG04176,9.000
SG07324,SG07405,7.000
SG06134,SG06221,9.000
SG02329,SG02421,11.000
SG00546,SG00569,6.000
SG08720,SG08800,10.000
SG02282,SG02289,10.000
SG09265,SG09279,9.000
SG06766,SG06797,12.000
SG03732,SG03777,7.000
SG05710,SG05786,10.000
SG08969,SG09059,9.000
SG04060,SG04092,7.000
SG00051,SG00081,9.000
SG05593,SG05664,12.000
SG00887,SG00908,8.000
SG09111,SG09139,12.000
SG02624,SG02644,12.000
SG07762,SG07858,12.000
SG07774,SG07849,12.000
SG06501,SG06535,10.000
SG05293,SG05374,7.000
SG07510,SG07536,12.000
SG00041,SG00057,10.000
SG06344,SG06437,7.000
SG07172,SG07261,10.000
SG03100,SG03138,12.000
SG01313,SG01363,9.000
SG08799,SG08850,8.000
SG09852,SG09944,8.000
SG07963,SG08041,6.000
SG02553,SG02566,6.000
SG09686,SG09780,10.000
SG04032,SG04105,11.000
SG02039,SG02068,12.000
SG04600,SG04635,6.000
SG03923,SG03927,11.000
SG06668,SG06684,8.000
SG05243,SG05338,10.000
SG01450,SG01459,7.000
SG06014,SG06028,6.000
SG02231,SG02289,6.000
SG08516,SG08595,6.000
SG09138,SG09225,7.000
SG09280,SG09299,7.000
SG04171,SG04205,12.000
SG00433,SG00492,8.000
SG07562,SG07622,10.000
SG08083,SG08158,10.000
SG05180,SG05258,6.000
SG09839,SG09893,10.000
SG05084,SG05176,6.000
SG09742,SG09778,8.000
SG07349,SG07361,10.000
SG07472,SG07552,11.000
SG08259,SG08287,12.000
SG05361,SG05434,8.000
SG05809,SG05887,6.000
SG02057,SG02112,8.000
SG01543,SG01635,6.000
SG01301,SG01369,7.000
SG01952,SG01984,7.000
SG08829,SG08874,12.000
SG04301,SG04351,10.000
SG05495,SG05537,6.000
SG04828,SG04911,8.000
SG00955,SG01018,12.000
SG04987,SG05069,11.000
SG05345,SG05414,9.000
SG01811,SG01861,6.000
SG06823,SG06893,11.000
SG04819,SG04827,9.000
SG06402,SG06438,11.000
SG02118,SG02202,6.000
SG08676,SG08770,11.000
SG05798,SG05862,8.000
SG03561,SG03625,10.000
SG09294,SG09348,7.000
SG00547,SG00570,8.000
SG00424,SG00440,6.000
SG08982,SG09062,10.000
SG01238,SG01262,6.000
SG05969,SG06063,7.000
SG02935,SG02987,9.000
SG03460,SG03527,8.000
SG08875,SG08903,6.000
SG08433,SG08467,11.000
SG04433,SG04522,6.000
SG00460,SG00475,6.000
SG07063,SG07142,6.000
SG00056,SG00114,9.000
SG06725,SG06759,7.000
SG04534,SG04622,6.000
SG03833,SG03852,11.000
SG06431,SG06508,10.000
SG02229,SG02295,7.000
SG08349,SG08436,12.000
SG06548,SG06630,10.000
SG08130,SG08214,11.000
SG09787,SG09876,7.000
SG05029,SG05040,10.000
SG06081,SG06102,10.000
SG01822,SG01880,11.000
SG08736,SG08795,10.000
SG05041,SG05119,10.000
SG02611,SG02618,7.000
SG06479,SG06546,7.000
SG06068,SG06145,7.000
SG09347,SG09390,8.000
SG09110,SG09164,10.000
SG02647,SG02686,11.000
SG04031,SG04039,11.000
SG03021,SG03078,7.000
SG01148,SG01224,11.000
SG05228,SG05238,10.000
SG08016,SG08066,8.000
SG06078,SG06161,12.000
SG04067,SG04125,11.000
SG02770,SG02865,10.000
SG07068,SG07111,8.000
SG00708,SG00758,11.000
SG01168,SG01177,10.000
SG08711,SG08773,6.000
SG01869,SG01919,8.000
SG06649,SG06680,6.000
SG08952,SG09034,9.000
SG02559,SG02577,8.000
SG07538,SG07586,8.000
SG08917,SG08994,12.000
SG08056,SG08063,10.000
SG01469,SG01495,9.000
SG01079,SG01137,12.000
SG04600,SG04687,6.000
SG00942,SG01035,12.000
SG05193,SG05203,12.000
SG05847,SG05889,10.000
SG07953,SG08035,8.000
SG09957,SG09969,7.000
SG09868,SG09905,9.000
SG07847,SG07932,9.000
SG05491,SG05551,9.000
SG01841,SG01921,9.000
SG08602,SG08658,6.000
SG01224,SG01260,12.000
SG05323,SG05351,11.000
SG07291,SG07323,10.000
SG09349,SG09374,12.000
SG02796,SG02837,11.000
SG07423,SG07441,9.000
SG06657,SG06726,11.000
SG03017,SG03024,12.000
SG07949,SG07995,10.000
SG04076,SG04150,7.000
SG05388,SG05471,10.000
SG07295,SG07374,9.000
SG02765,SG02796,11.000
SG05295,SG05343,9.000
SG04159,SG04230,12.000
SG09709,SG09768,8.000
SG01771,SG01833,12.000
SG00250,SG00298,10.000
SG01531,SG01594,9.000
SG06723,SG06762,10.000
SG07090,SG07146,11.000
SG07388,SG07472,12.000
SG02049,SG02140,7.000
SG02078,SG02132,11.000
SG00061,SG00106,9.000
SG07437,SG07449,10.000
SG04441,SG04475,9.000
SG09814,SG09863,7.000
SG07249,SG07307,10.000
SG00240,SG00315,6.000
SG05437,SG05532,8.000
SG03126,SG03204,10.000
SG04912,SG04932,6.000
SG04080,SG04123,8.000
SG02719,SG02739,12.000
SG05527,SG05555,6.000
SG08730,SG08811,10.000
SG09904,SG09972,8.000
SG01861,SG01878,10.000
SG02144,SG02233,6.000
SG07444,SG07483,12.000
SG04019,SG04072,6.000
SG02734,SG02753,10.000
SG05983,SG06040,10.000
SG02144,SG02238,8.000
SG05382,SG05403,9.000
SG03336,SG03360,9.000
SG06504,SG06544,9.000
SG05392,SG05394,7.000
SG06058,SG06129,7.000
SG01532,SG01557,9.000
SG00360,SG00397,6.000
SG06935,SG06983,8.000
SG05946,SG05989,10.000
SG07657,SG07661,8.000
SG06637,SG06663,9.000
SG05197,SG05215,10.000
SG05362,SG05389,12.000
SG03455,SG03543,7.000
SG01433,SG01462,6.000
SG06285,SG06294,9.000
SG01589,SG01654,12.000
SG05333,SG05382,8.000
SG09138,SG09228,12.000
SG04724,SG04794,10.000
SG07961,SG07990,12.000
SG02383,SG02400,6.000
SG00239,SG00304,9.000
SG02638,SG02718,10.000
SG06600,SG06695,11.000
SG02150,SG02156,9.000
SG08001,SG08092,10.000
SG06597,SG06647,10.000
SG08387,SG08452,7.000
SG09612,SG09688,7.000
SG08875,SG08895,7.000
SG03852,SG03870,11.000
SG06261,SG06357,10.000
SG07349,SG07370,9.000
SG03967,SG03976,6.000
SG02167,SG02223,8.000
SG00441,SG00448,7.000
SG07347,SG07423,9.000
SG01414,SG01424,10.000
SG00057,SG09980,7.000
SG06673,SG06727,7.000
SG07439,SG07487,11.000
SG02012,SG02023,8.000
SG06101,SG06114,10.000
SG01076,SG01167,6.000
SG07820,SG07851,9.000
SG02945,SG03029,9.000
SG00670,SG00685,6.000
SG07705,SG07772,11.000
SG05628,SG05700,8.000
SG06947,SG06951,10.000
SG01597,SG01627,10.000
SG07406,SG07476,10.000
SG08043,SG08123,7.000
SG06747,SG06810,7.000
SG03194,SG03288,9.000
SG09068,SG09108,8.000
SG06883,SG06950,12.000
SG07150,SG07244,6.000
SG06225,SG06298,6.000
SG06851,SG06939,9.000
SG00170,SG00226,6.000
SG09576,SG09582,6.000
SG01095,SG01142,7.000
SG09513,SG09580,12.000
SG08613,SG08694,8.000
SG06424,SG06478,8.000
SG08388,SG08397,9.000
SG00389,SG00426,12.000
SG07503,SG07541,7.000
SG05087,SG05148,8.000
SG03473,SG03519,9.000
SG09157,SG09206,10.000
SG06976,SG07036,6.000
SG03975,SG04063,10.000
SG04416,SG04418,12.000
SG08951,SG09012,8.000
SG06107,SG06180,11.000
SG05376,SG05461,11.000
SG04880,SG04897,10.000
SG04934,SG05022,12.000
SG08817,SG08914,9.000
SG02516,SG02536,12.000
SG06278,SG06324,7.000
SG02925,SG02946,9.000
SG02055,SG02085,10.000
SG00645,SG00722,10.000
SG05851,SG05939,6.000
SG09162,SG09181,10.000
SG09221,SG09245,11.000
SG04501,SG04570,9.000
SG09926,SG09963,9.000
SG04801,SG04811,7.000
SG04303,SG04351,12.000
SG07000,SG07004,6.000
SG04055,SG04120,10.000
SG01250,SG01257,11.000
SG04701,SG04704,10.000
SG06480,SG06531,8.000
SG04254,SG04288,10.000
SG04925,SG04946,7.000
SG03187,SG03251,8.000
SG02366,SG02421,6.000
SG06072,SG06105,6.000
SG02520,SG02610,7.000
SG02004,SG02096,6.000
SG01576,SG01647,11.000
SG00692,SG00703,8.000
SG00392,SG00485,9.000
SG04538,SG04576,11.000
SG00529,SG00623,11.000
SG09798,SG09880,10.000
SG04153,SG04179,9.000
SG02548,SG02578,9.000
SG00093,SG00117,9.000
SG03419,SG03500,10.000
SG07054,SG07137,6.000
SG09433,SG09450,11.000
SG03308,SG03329,9.000
