source,target,distance
P0923,P1001,12.000
P0231,P0285,6.000
P0885,P0890,8.000
P1115,P1156,9.000
P1448,P1495,10.000
P0231,P0290,11.000
P0099,P0149,12.000
P1168,P1178,12.000
P0856,P0941,9.000
P0427,P0511,12.000
P1321,P1377,7.000
P0145,P0178,6.000
P0467,P0559,6.000
P0596,P0658,10.000
P0371,P0411,9.000
P0999,P1086,11.000
P0158,P0197,10.000
P0467,P0488,8.000
P1041,P1100,10.000
P0316,P0403,12.000
P1498,P1569,9.000
P0848,P0864,6.000
P0001,P1507,6.000
P1478,P1533,6.000
P0798,P0875,11.000
P0357,P0402,12.000
P0436,P0528,9.000
P0951,P0976,12.000
P0551,P0577,8.000
P0118,P0196,6.000
P1076,P1089,8.000
P0286,P0369,12.000
P0930,P0988,11.000
P0406,P0499,12.000
P0034,P1587,7.000
P0795,P0892,8.000
P0636,P0681,12.000
P0806,P0830,8.000
P0315,P0358,12.000
P0697,P0764,10.000
P1549,P1600,11.000
P1475,P1518,10.000
P0248,P0344,10.000
P0482,P0517,12.000
P0874,P0895,6.000
P0270,P0331,6.000
P0565,P0581,12.000
P0298,P0345,8.000
P1251,P1336,10.000
P0122,P0190,7.000
P0329,P0416,8.000
P0708,P0729,8.000
P0903,P0927,12.000
P1428,P1503,8.000
P1404,P1408,9.000
P1013,P1072,9.000
P1495,P1528,7.000
P1047,P1108,6.000
P1282,P1356,10.000
P0903,P0947,9.000
P1390,P1410,7.000
P0653,P0728,8.000
P0478,P0575,10.000
P0421,P0505,6.000
P0050,P1559,7.000
P0445,P0539,8.000
P0036,P1584,12.000
P0004,P0015,11.000
P0640,P0653,7.000
P0970,P0994,6.000
P1443,P1505,11.000
P1184,P1192,6.000
P0802,P0848,8.000
P1046,P1102,11.000
P0726,P0799,10.000
P0925,P1001,9.000
P0104,P0129,11.000
P0952,P0961,8.000
P1191,P1232,7.000
P0162,P0223,7.000
P0220,P0233,6.000
P1266,P1284,9.000
P1288,P1328,8.000
P1129,P1132,10.000
P1191,P1195,8.000
P0920,P1007,12.000
P1191,P1274,8.000
P0440,P0459,11.000
P0110,P0159,12.000
P0052,P0130,12.000
P0007,P1533,12.000
P1303,P1375,10.000
P1375,P1428,9.000
P0834,P0910,11.000
P1319,P1353,9.000
P1447,P1495,6.000
P0225,P0310,11.000
P1431,P1501,6.000
P0886,P0969,8.000
P0125,P0201,6.000
P0802,P0823,11.000
P1097,P1189,8.000
P0195,P0287,6.000
P0780,P0785,6.000
P0836,P0917,10.000
P1154,P1244,9.000
P0720,P0806,10.000
P0739,P0786,9.000
P0209,P0284,12.000
P1448,P1509,9.000
P0417,P0501,9.000
P1323,P1331,8.000
P1492,P1509,7.000
P0246,P0271,8.000
P0440,P0483,12.000
P0127,P0160,11.000
P1320,P1385,6.000
P1157,P1229,12.000
P1093,P1171,12.000
P1272,P1314,11.000
P0675,P0687,10.000
P0649,P0738,8.000
P0068,P0109,8.000
P1379,P1445,11.000
P0167,P0228,12.000
P0527,P0536,7.000
P0078,P0091,11.000
P0656,P0708,8.000
P1166,P1256,6.000
P0572,P0651,6.000
P1326,P1414,10.000
P0867,P0914,10.000
P0492,P0553,8.000
P0486,P0580,8.000
P1110,P1190,10.000
P0358,P0408,7.000
P0298,P0364,12.000
P0739,P0760,9.000
P0822,P0898,12.000
P1515,P1533,12.000
P0860,P0880,12.000
P0286,P0344,8.000
P0237,P0265,7.000
P0035,P0059,11.000
P0319,P0367,7.000
P0731,P0738,9.000
P0934,P0947,7.000
P0972,P1025,7.000
P0268,P0359,6.000
P1302,P1382,12.000
P1161,P1246,7.000
P1346,P1400,7.000
P0451,P0545,8.000
P1437,P1528,7.000
P0040,P1592,11.000
P1084,P1151,8.000
P1452,P1496,9.000
P0924,P0989,12.000
P0264,P0304,10.000
P0468,P0515,9.000
P1049,P1054,8.000
P0800,P0840,8.000
P0166,P0262,6.000
P0265,P0270,12.000
P0700,P0751,9.000
P0559,P0579,8.000
P0550,P0576,12.000
P0318,P0371,11.000
P0658,P0660,9.000
P0463,P0474,8.000
P1049,P1060,12.000
P0768,P0815,10.000
P0958,P1020,6.000
P0522,P0535,10.000
P0071,P0119,9.000
P0881,P0895,7.000
P0379,P0384,12.000
P0916,P0941,9.000
P1341,P1383,12.000
P0242,P0321,11.000
P1040,P1126,11.000
P1270,P1330,11.000
P1225,P1316,9.000
P1120,P1199,9.000
P1144,P1222,10.000
P0632,P0644,9.000
P1096,P1105,11.000
P0144,P0216,9.000
P1343,P1372,10.000
P1208,P1239,12.000
P0425,P0465,9.000
P0161,P0224,12.000
P1173,P1188,9.000
P1290,P1314,12.000
P1077,P1146,9.000
P0846,P0867,8.000
P0064,P0138,8.000
P1104,P1188,6.000
P0586,P0619,12.000
P1413,P1492,10.000
P1116,P1151,8.000
P0842,P0929,12.000
P0029,P1539,12.000
P0227,P0315,12.000
P0134,P0147,6.000
P0006,P1564,11.000
P0767,P0811,7.000
P0974,P0994,9.000
P0018,P1522,9.000
P0459,P0473,11.000
P0118,P0135,7.000
P0270,P0317,9.000
P0581,P0674,11.000
P1122,P1138,9.000
P0995,P1008,6.000
P0791,P0823,12.000
P0221,P0271,11.000
P0743,P0811,11.000
P1218,P1227,10.000
P0065,P1577,6.000
P0825,P0873,9.000
P1267,P1274,12.000
P0396,P0405,8.000
P0819,P0878,10.000
P0073,P0094,10.000
P0808,P0867,9.000
P1188,P1197,12.000
P0372,P0395,10.000
P1475,P1483,10.000
P0385,P0462,8.000
P0612,P0635,10.000
P0083,P0179,12.000
P0411,P0478,6.000
P0666,P0716,6.000
P1194,P1283,8.000
P0815,P0868,11.000
P0028,P0053,7.000
P0585,P0595,8.000
P0122,P0170,7.000
P0230,P0310,10.000
P0993,P1085,9.000
P0511,P0597,6.000
P1386,P1419,10.000
P1010,P1042,6.000
P0662,P0695,12.000
P0241,P0261,12.000
P0269,P0343,12.000
P0396,P0412,10.000
P0844,P0851,8.000
P0377,P0454,10.000
P0713,P0723,11.000
P1337,P1391,8.000
P1023,P1115,9.000
P0575,P0661,11.000
P0962,P0987,11.000
P0008,P0035,12.000
P1455,P1540,10.000
P0007,P0026,6.000
P0345,P0377,11.000
P1391,P1469,7.000
P0630,P0708,6.000
P0969,P1039,12.000
P0213,P0253,11.000
P0988,P1070,9.000
P0413,P0472,9.000
P1021,P1093,10.000
P0897,P0971,11.000
P0832,P0922,10.000
P0028,P0083,9.000
P1305,P1327,8.000
P1500,P1521,6.000
P0300,P0333,11.000
P0743,P0754,12.000
P0839,P0925,6.000
P0031,P1540,12.000
P0943,P0998,9.000
P1179,P1182,6.000
P1384,P1448,9.000
P0495,P0584,10.000
P0516,P0560,12.000
P1116,P1135,6.000
P1427,P1446,8.000
P1340,P1352,6.000
P1372,P1425,6.000
P0083,P0115,12.000
P1481,P1563,11.000
P0554,P0588,6.000
P1210,P1264,6.000
P1391,P1455,8.000
P0259,P0302,11.000
P0133,P0219,7.000
P0704,P0724,10.000
P0158,P0198,8.000
P0176,P0265,10.000
P0810,P0871,10.000
P0999,P1020,9.000
P1438,P1496,9.000
P1071,P1120,9.000
P1301,P1335,7.000
P0212,P0309,10.000
P0594,P0616,12.000
P0561,P0571,8.000
P1338,P1419,6.000
P0629,P0638,8.000
P1373,P1389,8.000
P0967,P0979,6.000
P0010,P0056,6.000
P1511,P1561,10.000
P1403,P1476,6.000
P1270,P1285,9.000
P0061,P0130,9.000
P0811,P0869,7.000
P1545,P1562,11.000
P0068,P0117,11.000
P0746,P0774,7.000
P0277,P0341,7.000
P0756,P0816,8.000
P1585,P1597,8.000
P0038,P0111,8.000
P0601,P0639,12.000
P0631,P0687,10.000
P1231,P1300,8.000
P0152,P0205,7.000
P0894,P0982,12.000
P1004,P1013,7.000
P1167,P1194,9.000
P1166,P1242,11.000
P1166,P1229,10.000
P0384,P0438,12.000
P1162,P1199,7.000
P1516,P1562,7.000
P0481,P0542,7.000
P0998,P1070,9.000
P0016,P0085,12.000
P0526,P0594,12.000
P1466,P1556,11.000
P1010,P1098,12.000
P0020,P0102,9.000
P0173,P0187,6.000
P0237,P0247,9.000
P0113,P0126,11.000
P0931,P0965,12.000
P0432,P0517,12.000
P0441,P0538,10.000
P0235,P0285,9.000
P0734,P0782,10.000
P0602,P0639,12.000
P0864,P0908,10.000
P1170,P1219,7.000
P0070,P0096,7.000
P0174,P0186,12.000
P0895,P0929,6.000
P0879,P0961,12.000
P1204,P1251,11.000
P1219,P1242,10.000
P1312,P1352,11.000
P1056,P1118,7.000
P0806,P0828,9.000
P0270,P0284,7.000
P0679,P0735,6.000
P1325,P1383,10.000
P0218,P0290,6.000
P1279,P1282,6.000
P0806,P0881,8.000
P1046,P1110,6.000
P1291,P1358,7.000
P0011,P0075,8.000
P0030,P1576,6.000
P0897,P0922,12.000
P1055,P1088,9.000
P1069,P1159,12.000
P0983,P1060,7.000
P0026,P0029,11.000
P0511,P0607,9.000
P1104,P1107,6.000
P0685,P0732,8.000
P0925,P1009,11.000
P0002,P1599,11.000
P0205,P0221,9.000
P0125,P0156,7.000
P1016,P1062,7.000
P0448,P0535,8.000
P1425,P1463,9.000
P1108,P1169,7.000
P1522,P1600,9.000
P1346,P1377,7.000
P0433,P0499,6.000
P0298,P0370,7.000
P0589,P0600,7.000
P1140,P1184,10.000
P1262,P1311,12.000
P0330,P0426,12.000
P0452,P0507,10.000
P1314,P1376,7.000
P0121,P0168,8.000
P0180,P0259,10.000
P1194,P1241,6.000
P1438,P1454,9.000
P1262,P1356,10.000
P1106,P1178,12.000
P0505,P0574,10.000
P0052,P0146,7.000
P1257,P1301,12.000
P0799,P0820,6.000
P0056,P1580,10.000
P0667,P0714,10.000
P0080,P0101,11.000
P0047,P0091,12.000
P1367,P1444,9.000
P0151,P0223,8.000
P0149,P0224,12.000
P0168,P0259,6.000
P0513,P0524,9.000
P1184,P1244,7.000
P1324,P1406,11.000
P0299,P0314,11.000
P0032,P1593,9.000
P1250,P1342,6.000
P0218,P0306,9.000
P0815,P0870,11.000
P1003,P1071,8.000
P0640,P0697,12.000
P1004,P1072,10.000
P0335,P0357,9.000
P1079,P1101,7.000
P0349,P0425,8.000
P0496,P0508,9.000
P1423,P1446,10.000
P0625,P0662,12.000
P1135,P1201,12.000
P0274,P0314,6.000
P0430,P0437,11.000
P0830,P0849,9.000
P1017,P1054,6.000
P1425,P1483,9.000
P1362,P1413,9.000
P0026,P1536,7.000
P0083,P0102,9.000
P0285,P0337,9.000
P1255,P1316,9.000
P0039,P0111,11.000
P1100,P1194,9.000
P0751,P0761,9.000
P0522,P0530,9.000
P0203,P0263,10.000
P1168,P1213,12.000
P1529,P1554,12.000
P0955,P1020,6.000
P0053,P0150,6.000
P0532,P0567,11.000
P0321,P0338,9.000
P0849,P0858,9.000
P0023,P0093,8.000
P0600,P0622,11.000
P1285,P1341,8.000
P0335,P0422,11.000
P0847,P0867,7.000
P0446,P0509,11.000
P1384,P1476,10.000
P0035,P1579,9.000
P0443,P0457,10.000
P1484,P1510,8.000
P0368,P0394,6.000
P0145,P0237,12.000
P1195,P1197,12.000
P0014,P1579,10.000
P1182,P1232,10.000
P0972,P1018,10.000
P0982,P0993,11.000
P0269,P0312,8.000
P1572,P1583,8.000
P0064,P0073,11.000
P0945,P0950,10.000
P0383,P0459,11.000
P0451,P0527,6.000
P1347,P1401,10.000
P0957,P1044,10.000
P1314,P1405,6.000
P1423,P1511,11.000
P0984,P1058,10.000
P0585,P0620,10.000
P0437,P0504,6.000
P1016,P1113,6.000
P1415,P1424,7.000
P1299,P1362,11.000
P0344,P0432,6.000
P0821,P0823,8.000
P0996,P0998,9.000
P1321,P1325,7.000
P0755,P0792,10.000
P1489,P1562,7.000
P1518,P1562,11.000
P0480,P0501,9.000
P0812,P0850,12.000
P0988,P1021,10.000
P1072,P1134,7.000
P0846,P0928,10.000
P0993,P1082,10.000
P0665,P0725,12.000
P0954,P0994,8.000
P0531,P0541,12.000
P0757,P0804,9.000
P0715,P0718,7.000
P1251,P1272,9.000
P0811,P0901,10.000
P1161,P1249,10.000
P0618,P0643,6.000
P0223,P0252,10.000
P0767,P0810,9.000
P1361,P1455,9.000
P1312,P1373,12.000
P0122,P0204,7.000
P0398,P0456,8.000
P0632,P0663,9.000
P1501,P1521,10.000
P0151,P0244,12.000
P0005,P0014,8.000
P0415,P0430,8.000
P0048,P0132,7.000
P0811,P0894,7.000
P0009,P1593,6.000
P1250,P1328,8.000
P0841,P0851,8.000
P1133,P1190,12.000
P0892,P0957,7.000
P1071,P1165,8.000
P0904,P0996,10.000
P1061,P1082,11.000
P0555,P0631,6.000
P0141,P0169,6.000
P0533,P0590,7.000
P0859,P0883,9.000
P0319,P0399,8.000
P0705,P0759,10.000
P1018,P1061,11.000
P1021,P1091,7.000
P0292,P0342,12.000
P1022,P1101,11.000
P0157,P0186,11.000
P1151,P1191,11.000
P1476,P1571,8.000
P0830,P0902,11.000
P1529,P1544,8.000
P1427,P1452,10.000
P0810,P0888,8.000
P1500,P1580,6.000
P0920,P0983,9.000
P0442,P0518,6.000
P0986,P1024,12.000
P1132,P1137,10.000
P0894,P0901,7.000
P1477,P1561,10.000
P1130,P1179,8.000
P0794,P0822,8.000
P0944,P1017,9.000
P0560,P0584,10.000
P1438,P1476,9.000
P1413,P1503,6.000
P1382,P1436,9.000
P1019,P1048,12.000
P0011,P1528,11.000
P0373,P0409,12.000
P0063,P0107,12.000
P0010,P0047,9.000
P0497,P0578,11.000
P1105,P1155,7.000
P1403,P1466,10.000
P0765,P0843,12.000
P0040,P1577,7.000
P0043,P0049,12.000
P0041,P1581,7.000
P0754,P0811,8.000
P0646,P0724,9.000
P0534,P0543,7.000
P0589,P0661,12.000
P0731,P0756,7.000
P0688,P0776,8.000
P1260,P1282,10.000
P1009,P1075,11.000
P0033,P0095,7.000
P0252,P0255,7.000
P0005,P1561,8.000
P0187,P0246,8.000
P1514,P1551,12.000
P0418,P0488,9.000
P0827,P0866,8.000
P0495,P0574,12.000
P0290,P0319,6.000
P1516,P1563,11.000
P1533,P1595,10.000
P0334,P0373,9.000
P1259,P1284,7.000
P1283,P1310,11.000
P0296,P0313,11.000
P0966,P0977,11.000
P0390,P0481,10.000
P0141,P0185,10.000
P1329,P1367,10.000
P0649,P0687,6.000
P1132,P1201,7.000
P0461,P0488,10.000
P0661,P0667,9.000
P0752,P0794,8.000
P0144,P0183,9.000
P1488,P1562,10.000
P0307,P0311,7.000
P0914,P0964,7.000
P0094,P0180,9.000
P0009,P0069,6.000
P0048,P1554,8.000
P0732,P0747,10.000
P0529,P0594,10.000
P0833,P0874,9.000
P0549,P0646,9.000
P0256,P0329,10.000
P1370,P1445,11.000
P0005,P1564,8.000
P0146,P0175,9.000
P0025,P1557,11.000
P1213,P1292,12.000
P1331,P1382,11.000
P1210,P1301,10.000
P1239,P1270,6.000
P0222,P0309,10.000
P0362,P0396,10.000
P0937,P0984,6.000
P0993,P1076,10.000
P0171,P0257,12.000
P0871,P0918,12.000
P0566,P0593,9.000
P1239,P1301,6.000
P1023,P1120,8.000
P0937,P0962,9.000
P1263,P1280,7.000
P0952,P1042,8.000
P0214,P0305,9.000
P0640,P0699,10.000
P0956,P0999,6.000
P1536,P1556,10.000
P1225,P1308,6.000
P0141,P0151,8.000
P0482,P0572,8.000
P0226,P0300,8.000
P0005,P0011,8.000
P0177,P0263,9.000
P0634,P0698,9.000
P0493,P0507,9.000
P1434,P1439,10.000
P1442,P1468,6.000
P0879,P0937,10.000
P0122,P0164,9.000
P0029,P1585,8.000
P1336,P1361,11.000
P1315,P1336,6.000
P1244,P1310,9.000
P0064,P1579,7.000
P1345,P1357,10.000
P0258,P0263,10.000
P0596,P0685,12.000
P0791,P0858,8.000
P0346,P0441,6.000
P1017,P1051,9.000
P0277,P0318,6.000
P0789,P0826,12.000
P0692,P0774,11.000
P0241,P0304,7.000
P1288,P1332,10.000
P0583,P0671,8.000
P0020,P1567,6.000
P1014,P1083,11.000
P0117,P0150,10.000
P0958,P0984,12.000
P0876,P0947,7.000
P1466,P1490,7.000
P1056,P1130,9.000
P0861,P0870,10.000
P0153,P0220,11.000
P1282,P1318,11.000
P1314,P1381,9.000
P1222,P1229,8.000
P0951,P1012,9.000
P0081,P0146,12.000
P0811,P0822,10.000
P0808,P0891,7.000
P0441,P0476,10.000
P0923,P0992,6.000
P0928,P0952,12.000
P0438,P0515,8.000
P0026,P1543,9.000
P0050,P0060,8.000
P0013,P0108,9.000
P0648,P0738,10.000
P0208,P0289,8.000
P0691,P0701,8.000
P1509,P1548,11.000
P1436,P1439,6.000
P0512,P0561,9.000
P1491,P1526,7.000
P1195,P1258,7.000
P0159,P0184,7.000
P0011,P1539,8.000
P0942,P0971,10.000
P0853,P0910,10.000
P0434,P0444,11.000
P0455,P0483,8.000
P1409,P1506,9.000
P0220,P0244,7.000
P0658,P0663,10.000
P0480,P0490,12.000
P0959,P1026,9.000
P0975,P1034,9.000
P0215,P0271,7.000
P0932,P0996,7.000
P0867,P0954,11.000
P0126,P0208,6.000
P1049,P1144,7.000
P1310,P1387,11.000
P1071,P1114,10.000
P0190,P0229,12.000
P0270,P0350,7.000
P0603,P0623,9.000
P1055,P1131,12.000
P1523,P1576,6.000
P0286,P0312,11.000
P0591,P0684,8.000
P0035,P0069,12.000
P0186,P0237,10.000
P0907,P0952,11.000
P1519,P1569,10.000
P0318,P0331,11.000
P0718,P0736,10.000
P0730,P0812,10.000
P1313,P1406,8.000
P0520,P0550,9.000
P0793,P0861,6.000
P0255,P0350,8.000
P0321,P0391,7.000
P0898,P0985,12.000
P1134,P1144,6.000
P1212,P1224,8.000
P1142,P1223,6.000
P0296,P0367,9.000
P0057,P0088,7.000
P0183,P0268,6.000
P1536,P1583,10.000
P1361,P1367,9.000
P1232,P1242,11.000
P0586,P0656,11.000
P1166,P1208,11.000
P1113,P1186,11.000
P1211,P1228,8.000
P0298,P0380,10.000
P0175,P0235,9.000
P0337,P0426,11.000
P0534,P0563,10.000
P0593,P0678,12.000
P0037,P1543,10.000
P0087,P0107,9.000
P0948,P0960,8.000
P0865,P0916,11.000
P0828,P0851,9.000
P0352,P0380,8.000
P1346,P1358,7.000
P0021,P0108,9.000
P0044,P0073,11.000
P0387,P0424,6.000
P0589,P0671,9.000
P0209,P0247,8.000
P1263,P1309,11.000
P0561,P0604,7.000
P1376,P1415,9.000
P0962,P0966,7.000
P1508,P1566,6.000
P1215,P1288,6.000
P0161,P0234,6.000
P1028,P1030,7.000
P1323,P1403,11.000
P0786,P0874,9.000
P1261,P1305,12.000
P0031,P1571,11.000
P1380,P1451,9.000
P0694,P0728,11.000
P0964,P1039,8.000
P0001,P0069,6.000
P0318,P0406,7.000
P0847,P0852,11.000
P1383,P1409,7.000
P0928,P0990,6.000
P0964,P0978,10.000
P0452,P0547,9.000
P0646,P0686,12.000
P0698,P0728,11.000
P0531,P0623,8.000
P0043,P1598,8.000
P0797,P0869,8.000
P0038,P1595,11.000
P1565,P1586,12.000
P0702,P0740,10.000
P0041,P1573,10.000
P0188,P0235,7.000
P0805,P0876,11.000
P1262,P1284,6.000
P1448,P1545,8.000
P0278,P0362,12.000
P1541,P1579,9.000
P0232,P0329,10.000
P0500,P0534,9.000
P0551,P0567,10.000
P1046,P1057,10.000
P1462,P1546,7.000
P0095,P0167,6.000
P0182,P0249,7.000
P1047,P1111,7.000
P1289,P1360,11.000
P1145,P1222,9.000
P0485,P0526,12.000
P0020,P0035,9.000
P0560,P0588,6.000
P1533,P1597,6.000
P0274,P0307,7.000
P0081,P0151,12.000
P0157,P0194,8.000
P0061,P0113,9.000
P0616,P0672,10.000
P0845,P0919,6.000
P1490,P1524,8.000
P0315,P0409,8.000
P1443,P1533,11.000
P1033,P1098,7.000
P0250,P0252,11.000
P0206,P0235,11.000
P0109,P0174,11.000
P0194,P0286,6.000
P0488,P0524,11.000
P1372,P1462,8.000
P0756,P0819,12.000
P1330,P1354,9.000
P1290,P1298,7.000
P1015,P1056,6.000
P0574,P0595,11.000
P1186,P1241,6.000
P1533,P1572,7.000
P1139,P1184,7.000
P1020,P1057,10.000
P0186,P0252,8.000
P1393,P1419,12.000
P0175,P0198,12.000
P1279,P1305,7.000
P0390,P0456,12.000
P0478,P0509,12.000
P1170,P1249,12.000
P0440,P0511,7.000
P0245,P0248,9.000
P0858,P0895,6.000
P0694,P0745,6.000
P0057,P0137,10.000
P0112,P0161,10.000
P1283,P1352,8.000
P1468,P1504,6.000
P0779,P0811,8.000
P0930,P0945,6.000
P0871,P0879,6.000
P1515,P1569,10.000
P0352,P0413,7.000
P0700,P0733,6.000
P0417,P0452,9.000
P1089,P1111,7.000
P1353,P1437,7.000
P0772,P0792,8.000
